"";"Nom";"ID_unique";"Annee";"Numero.placette";"Abroutissement";"X";"Y";"Densite_lin";"Frequentation";"Altitude";"Pente";"Tirs";"Nb_spe";"geometry"
"23";"HAUTES BAUGES";13301;2014;"7-145";1;948509,081614437;6508702,88724139;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948509.081614437, 6508702.88724139)
"24";"HAUTES BAUGES";19940;2010;"7-089";1;951070,036379796;6510466,23382983;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(951070.036379796, 6510466.23382983)
"25";"HAUTES BAUGES";19942;2016;"7-089";0;951070,036379796;6510466,23382983;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(951070.036379796, 6510466.23382983)
"26";"HAUTES BAUGES";19943;2017;"7-089";0;951070,036379796;6510466,23382983;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(951070.036379796, 6510466.23382983)
"27";"HAUTES BAUGES";19945;2013;"7-091";1;947705,986570993;6510116,56787006;11,3224611282349;3830;804,791320800781;2,95817089080811;0;4;c(947705.986570993, 6510116.56787006)
"28";"HAUTES BAUGES";13305;2015;"7-151";1;952765,114581368;6510880,24007165;11,0178308486938;3944;1236,23596191406;24,6648292541504;0;4;c(952765.114581368, 6510880.24007165)
"29";"HAUTES BAUGES";12027;2013;"7-112";1;952328,553948163;6513088,06310486;5,5916862487793;4029;1482,10388183594;6,55441093444824;0;4;c(952328.553948163, 6513088.06310486)
"30";"HAUTES BAUGES";19956;2008;"7-093";0;949383,588912861;6509430,69952565;10,8697175979614;2317;1002,83947753906;16,5494346618652;0;4;c(949383.588912861, 6509430.69952565)
"31";"HAUTES BAUGES";795;2015;"7-286";1;945048,789258679;6511908,90882954;3,98778676986694;66;853,901123046875;24,0229434967041;0;4;c(945048.789258679, 6511908.90882954)
"32";"HAUTES BAUGES";797;2017;"7-328";0;948308,201402021;6512637,15133858;5,16502666473389;1042;1011,68389892578;14,7505464553833;0;4;c(948308.201402021, 6512637.15133858)
"33";"HAUTES BAUGES";19964;2006;"7-095";0;950848,084484192;6510101,47088548;5,6008358001709;12276;987,717163085938;3,55025219917297;0;4;c(950848.084484192, 6510101.47088548)
"34";"HAUTES BAUGES";10590;2017;"7-180";0;949599,546017065;6508984,23036941;12,6274766921997;12925;1084,88916015625;21,8647499084473;2;4;c(949599.546017065, 6508984.23036941)
"35";"HAUTES BAUGES";19965;2007;"7-095";1;950848,084484192;6510101,47088548;5,6008358001709;12276;987,717163085938;3,55025219917297;0;4;c(950848.084484192, 6510101.47088548)
"36";"HAUTES BAUGES";19967;2009;"7-095";0;950848,084484192;6510101,47088548;5,6008358001709;12276;987,717163085938;3,55025219917297;0;4;c(950848.084484192, 6510101.47088548)
"37";"HAUTES BAUGES";22215;2015;"7-159";0;952659,589029154;6512083,0908492;3,60412979125977;3459;1353,17565917969;6,56875848770142;1;4;c(952659.589029154, 6512083.0908492)
"38";"HAUTES BAUGES";22218;2009;"7-160";1;952477,195977254;6512830,00736433;5,7724404335022;3545;1471,80200195312;11,6920318603516;2;4;c(952477.195977254, 6512830.00736433)
"39";"HAUTES BAUGES";22222;2014;"7-160";1;952477,195977254;6512830,00736433;5,7724404335022;3545;1471,80200195312;11,6920318603516;2;4;c(952477.195977254, 6512830.00736433)
"40";"HAUTES BAUGES";22223;2015;"7-160";1;952477,195977254;6512830,00736433;5,7724404335022;3545;1471,80200195312;11,6920318603516;2;4;c(952477.195977254, 6512830.00736433)
"41";"HAUTES BAUGES";22224;2016;"7-160";1;952477,195977254;6512830,00736433;5,7724404335022;3545;1471,80200195312;11,6920318603516;2;4;c(952477.195977254, 6512830.00736433)
"42";"HAUTES BAUGES";792;2016;"7-163";1;952238,884761987;6510799,8525951;8,11221408843994;9447;1172,89916992188;19,359712600708;0;4;c(952238.884761987, 6510799.8525951)
"43";"HAUTES BAUGES";13308;2007;"7-168";0;952714,790788907;6510374,12073317;11,0698585510254;4355;1366,92346191406;31,4983234405518;0;4;c(952714.790788907, 6510374.12073317)
"44";"HAUTES BAUGES";13309;2011;"7-169";1;952272,524693122;6510645,69820207;8,11221408843994;9447;1172,89916992188;19,359712600708;0;4;c(952272.524693122, 6510645.69820207)
"45";"HAUTES BAUGES";19961;2017;"7-093";0;949383,588912861;6509430,69952565;10,8697175979614;2317;1002,83947753906;16,5494346618652;0;4;c(949383.588912861, 6509430.69952565)
"46";"HAUTES BAUGES";796;2015;"7-328";1;948308,201402021;6512637,15133858;5,16502666473389;1042;1011,68389892578;14,7505464553833;0;4;c(948308.201402021, 6512637.15133858)
"47";"HAUTES BAUGES";13281;2015;"7-100";1;951307,713928481;6510221,39873911;2,84939336776733;11365;1037,67578125;7,64127445220947;0;4;c(951307.713928481, 6510221.39873911)
"48";"HAUTES BAUGES";13282;2016;"7-100";0;951307,713928481;6510221,39873911;2,84939336776733;11365;1037,67578125;7,64127445220947;0;4;c(951307.713928481, 6510221.39873911)
"49";"HAUTES BAUGES";1037;2010;"7-145";1;948509,081614437;6508702,88724139;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948509.081614437, 6508702.88724139)
"50";"HAUTES BAUGES";13284;2006;"7-102";1;950307,523920287;6509981,24149304;6,61837816238403;3872;996,706848144531;15,0177440643311;0;4;c(950307.523920287, 6509981.24149304)
"51";"HAUTES BAUGES";13285;2017;"7-102";0;950307,523920287;6509981,24149304;6,61837816238403;3872;996,706848144531;15,0177440643311;0;4;c(950307.523920287, 6509981.24149304)
"52";"HAUTES BAUGES";13287;2008;"7-103";0;947983,454110486;6509967,3058336;10,252911567688;5285;809,828125;5,89496946334839;0;4;c(947983.454110486, 6509967.3058336)
"53";"HAUTES BAUGES";10582;2013;"7-175";1;948467,302245006;6509187,81947795;9,44789123535156;2791;936,078552246094;20,9074268341064;2;4;c(948467.302245006, 6509187.81947795)
"54";"HAUTES BAUGES";10583;2014;"7-175";1;948467,302245006;6509187,81947795;9,44789123535156;2791;936,078552246094;20,9074268341064;2;4;c(948467.302245006, 6509187.81947795)
"55";"HAUTES BAUGES";10584;2016;"7-175";1;948467,302245006;6509187,81947795;9,44789123535156;2791;936,078552246094;20,9074268341064;2;4;c(948467.302245006, 6509187.81947795)
"56";"HAUTES BAUGES";10585;2013;"7-176";1;948606,083203751;6509176,6320207;10,6072244644165;15796;884,001525878906;10,8456993103027;0;4;c(948606.083203751, 6509176.6320207)
"57";"HAUTES BAUGES";794;2014;"7-280";1;945275,345548025;6512924,06108548;9,29760551452637;3246;766,581970214844;16,0960578918457;2;4;c(945275.345548025, 6512924.06108548)
"58";"HAUTES BAUGES";13276;2016;"7-098";0;948569,936434654;6509619,55291291;10,0251512527466;3699;881,320129394531;11,6062479019165;0;4;c(948569.936434654, 6509619.55291291)
"59";"HAUTES BAUGES";13299;2007;"7-145";0;948509,081614437;6508702,88724139;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948509.081614437, 6508702.88724139)
"60";"HAUTES BAUGES";10588;2017;"7-179";1;950165,995123836;6509094,24560781;9,87056255340576;6462;1360,04699707031;25,4432601928711;1;4;c(950165.995123836, 6509094.24560781)
"61";"HAUTES BAUGES";10589;2010;"7-180";1;949599,546017065;6508984,23036941;12,6274766921997;12925;1084,88916015625;21,8647499084473;2;4;c(949599.546017065, 6508984.23036941)
"62";"HAUTES BAUGES";12017;2011;"7-072";1;952256,645754632;6511816,80302697;3,43664646148682;9019;1351,28637695312;22,1925430297852;0;4;c(952256.645754632, 6511816.80302697)
"63";"HAUTES BAUGES";12018;2011;"7-087";1;950943,527975812;6510394,38888712;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(950943.527975812, 6510394.38888712)
"64";"HAUTES BAUGES";12019;2016;"7-091";1;947705,986570993;6510116,56787006;11,3224611282349;3830;804,791320800781;2,95817089080811;0;4;c(947705.986570993, 6510116.56787006)
"65";"HAUTES BAUGES";13302;2016;"7-149";1;949384,717109337;6509677,47198996;10,8697175979614;2317;1002,83947753906;16,5494346618652;0;4;c(949384.717109337, 6509677.47198996)
"66";"HAUTES BAUGES";13303;2016;"7-150";0;949461,367887865;6509876,63488437;6,68483734130859;2111;1078,4404296875;25,9743347167969;0;4;c(949461.367887865, 6509876.63488437)
"67";"HAUTES BAUGES";13304;2009;"7-151";1;952765,114581368;6510880,24007165;11,0178308486938;3944;1236,23596191406;24,6648292541504;0;4;c(952765.114581368, 6510880.24007165)
"68";"HAUTES BAUGES";776;2013;"7-087";1;950943,527975812;6510394,38888712;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(950943.527975812, 6510394.38888712)
"69";"HAUTES BAUGES";777;2015;"7-087";0;950943,527975812;6510394,38888712;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(950943.527975812, 6510394.38888712)
"70";"HAUTES BAUGES";10586;2014;"7-179";1;950165,995123836;6509094,24560781;9,87056255340576;6462;1360,04699707031;25,4432601928711;1;4;c(950165.995123836, 6509094.24560781)
"71";"HAUTES BAUGES";12029;2012;"7-123";1;947054,716663772;6508163,91007551;5,42837047576904;101;1089,64465332031;26,2792987823486;2;4;c(947054.716663772, 6508163.91007551)
"72";"HAUTES BAUGES";13310;2010;"7-170";1;952273,034153856;6511284,13095999;5,03652286529541;6724;1293,19201660156;23,5104446411133;0;4;c(952273.034153856, 6511284.13095999)
"73";"HAUTES BAUGES";13311;2015;"7-173";0;948280,911417266;6509471,17741151;11,0769128799438;16161;858,840270996094;8,07840061187744;1;4;c(948280.911417266, 6509471.17741151)
"74";"HAUTES BAUGES";13312;2015;"7-174";1;948319,521168413;6509313,98306712;9,44789123535156;2791;936,078552246094;20,9074268341064;2;4;c(948319.521168413, 6509313.98306712)
"75";"HAUTES BAUGES";12033;2011;"7-142";0;948513,594867184;6508299,20490559;4,29827690124512;16304;1188,37915039062;18,722728729248;0;4;c(948513.594867184, 6508299.20490559)
"76";"HAUTES BAUGES";12034;2011;"7-143";1;948477,956458715;6508453,37616938;4,26640605926514;15;1350,19738769531;24,4630508422852;0;4;c(948477.956458715, 6508453.37616938)
"77";"HAUTES BAUGES";12035;2015;"7-153";1;953413,815483875;6511607,00056507;6,66600322723389;2837;1362,73229980469;19,469367980957;0;4;c(953413.815483875, 6511607.00056507)
"78";"HAUTES BAUGES";19969;2013;"7-095";1;950848,084484192;6510101,47088548;5,6008358001709;12276;987,717163085938;3,55025219917297;0;4;c(950848.084484192, 6510101.47088548)
"79";"HAUTES BAUGES";22219;2011;"7-160";1;952477,195977254;6512830,00736433;5,7724404335022;3545;1471,80200195312;11,6920318603516;2;4;c(952477.195977254, 6512830.00736433)
"80";"HAUTES BAUGES";19893;2006;"7-063";1;947406,316105155;6510240,0441488;12,1534004211426;7845;813,132446289063;3,84269642829895;1;4;c(947406.316105155, 6510240.0441488)
"81";"HAUTES BAUGES";19894;2008;"7-063";1;947406,316105155;6510240,0441488;12,1534004211426;7845;813,132446289063;3,84269642829895;1;4;c(947406.316105155, 6510240.0441488)
"82";"HAUTES BAUGES";19895;2013;"7-063";1;947406,316105155;6510240,0441488;12,1534004211426;7845;813,132446289063;3,84269642829895;1;4;c(947406.316105155, 6510240.0441488)
"83";"HAUTES BAUGES";13307;2012;"7-153";1;953413,815483875;6511607,00056507;6,66600322723389;2837;1362,73229980469;19,469367980957;0;4;c(953413.815483875, 6511607.00056507)
"84";"HAUTES BAUGES";793;2013;"7-174";1;948319,521168413;6509313,98306712;9,44789123535156;2791;936,078552246094;20,9074268341064;2;4;c(948319.521168413, 6509313.98306712)
"85";"HAUTES BAUGES";19899;2011;"7-067";1;948538,965714598;6510083,41082568;8,31174278259277;5181;1048,33325195312;23,245626449585;0;4;c(948538.965714598, 6510083.41082568)
"86";"HAUTES BAUGES";13277;2017;"7-098";0;948569,936434654;6509619,55291291;10,0251512527466;3699;881,320129394531;11,6062479019165;0;4;c(948569.936434654, 6509619.55291291)
"87";"HAUTES BAUGES";13278;2011;"7-100";0;951307,713928481;6510221,39873911;2,84939336776733;11365;1037,67578125;7,64127445220947;0;4;c(951307.713928481, 6510221.39873911)
"88";"HAUTES BAUGES";19903;2007;"7-070";0;952291,835593603;6511494,78305183;5,03652286529541;6724;1293,19201660156;23,5104446411133;0;4;c(952291.835593603, 6511494.78305183)
"89";"HAUTES BAUGES";19907;2015;"7-070";0;952291,835593603;6511494,78305183;5,03652286529541;6724;1293,19201660156;23,5104446411133;0;4;c(952291.835593603, 6511494.78305183)
"90";"HAUTES BAUGES";13690;2012;"7-085";1;949628,819749503;6509830,23100764;6,68483734130859;2111;1078,4404296875;25,9743347167969;0;4;c(949628.819749503, 6509830.23100764)
"91";"HAUTES BAUGES";19912;2015;"7-072";1;952256,645754632;6511816,80302697;3,43664646148682;9019;1351,28637695312;22,1925430297852;0;4;c(952256.645754632, 6511816.80302697)
"92";"HAUTES BAUGES";19914;2009;"7-073";0;949854,491762726;6509815,29698962;7,05033874511719;7380;998,349792480469;20,0973834991455;1;4;c(949854.491762726, 6509815.29698962)
"93";"HAUTES BAUGES";19915;2012;"7-073";1;949854,491762726;6509815,29698962;7,05033874511719;7380;998,349792480469;20,0973834991455;1;4;c(949854.491762726, 6509815.29698962)
"94";"HAUTES BAUGES";19917;2015;"7-073";1;949854,491762726;6509815,29698962;7,05033874511719;7380;998,349792480469;20,0973834991455;1;4;c(949854.491762726, 6509815.29698962)
"95";"HAUTES BAUGES";19919;2017;"7-073";0;949854,491762726;6509815,29698962;7,05033874511719;7380;998,349792480469;20,0973834991455;1;4;c(949854.491762726, 6509815.29698962)
"96";"HAUTES BAUGES";19920;2009;"7-079";0;949850,865956872;6509974,1880767;7,05033874511719;7380;998,349792480469;20,0973834991455;1;4;c(949850.865956872, 6509974.1880767)
"97";"HAUTES BAUGES";19921;2010;"7-079";0;949850,865956872;6509974,1880767;7,05033874511719;7380;998,349792480469;20,0973834991455;1;4;c(949850.865956872, 6509974.1880767)
"98";"HAUTES BAUGES";13297;2017;"7-137";0;948618,451415545;6508177,40787103;4,29316663742065;17740;1222,51477050781;12,9585132598877;0;4;c(948618.451415545, 6508177.40787103)
"99";"HAUTES BAUGES";13298;2008;"7-139";0;948497,644919488;6507955,64610046;4,53588628768921;20;1366,47631835938;25,6662750244141;0;4;c(948497.644919488, 6507955.64610046)
"100";"HAUTES BAUGES";768;2011;"7-061";1;952283,91435551;6512545,92555877;5,21523761749268;7959;1447,22888183594;11,5463457107544;4;4;c(952283.91435551, 6512545.92555877)
"101";"HAUTES BAUGES";769;2011;"7-062";1;952261,926481712;6512429,21807892;5,21523761749268;7959;1447,22888183594;11,5463457107544;4;4;c(952261.926481712, 6512429.21807892)
"102";"HAUTES BAUGES";770;2011;"7-065";1;948442,66122265;6510154,17926379;10,360447883606;3224;913,197021484375;20,7983379364014;1;4;c(948442.66122265, 6510154.17926379)
"103";"HAUTES BAUGES";771;2010;"7-067";1;948538,965714598;6510083,41082568;8,31174278259277;5181;1048,33325195312;23,245626449585;0;4;c(948538.965714598, 6510083.41082568)
"104";"HAUTES BAUGES";772;2014;"7-070";1;952291,835593603;6511494,78305183;5,03652286529541;6724;1293,19201660156;23,5104446411133;0;4;c(952291.835593603, 6511494.78305183)
"105";"HAUTES BAUGES";773;2017;"7-072";0;952256,645754632;6511816,80302697;3,43664646148682;9019;1351,28637695312;22,1925430297852;0;4;c(952256.645754632, 6511816.80302697)
"106";"HAUTES BAUGES";774;2010;"7-087";1;950943,527975812;6510394,38888712;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(950943.527975812, 6510394.38888712)
"107";"HAUTES BAUGES";775;2012;"7-087";1;950943,527975812;6510394,38888712;4,247802734375;38;1095,5439453125;22,193359375;0;4;c(950943.527975812, 6510394.38888712)
"108";"HAUTES BAUGES";12024;2016;"7-103";0;947983,454110486;6509967,3058336;10,252911567688;5285;809,828125;5,89496946334839;0;4;c(947983.454110486, 6509967.3058336)
"109";"HAUTES BAUGES";12025;2017;"7-103";1;947983,454110486;6509967,3058336;10,252911567688;5285;809,828125;5,89496946334839;0;4;c(947983.454110486, 6509967.3058336)
"110";"HAUTES BAUGES";1522;2015;"7-292";0;945210,174064262;6507912,04306548;4,33113861083984;4690;790,239379882812;14,1157941818237;0;4;c(945210.174064262, 6507912.04306548)
"111";"HAUTES BAUGES";13716;2014;"7-305";1;948024,527816165;6509168,65634042;9,53141212463379;14217;1049,82482910156;22,6787815093994;0;4;c(948024.527816165, 6509168.65634042)
"112";"HAUTES BAUGES";12030;2012;"7-133";1;948642,643317227;6508781,66535748;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948642.643317227, 6508781.66535748)
"113";"HAUTES BAUGES";12031;2015;"7-133";0;948642,643317227;6508781,66535748;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948642.643317227, 6508781.66535748)
"114";"HAUTES BAUGES";12032;2016;"7-133";0;948642,643317227;6508781,66535748;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948642.643317227, 6508781.66535748)
"115";"HAUTES BAUGES";1527;2017;"7-294";0;943978,934245867;6505207,05510013;5,12442588806152;962;1088,81799316406;21,8352642059326;0;4;c(943978.934245867, 6505207.05510013)
"116";"HAUTES BAUGES";22213;2013;"7-159";0;952659,589029154;6512083,0908492;3,60412979125977;3459;1353,17565917969;6,56875848770142;1;4;c(952659.589029154, 6512083.0908492)
"117";"HAUTES BAUGES";22214;2014;"7-159";1;952659,589029154;6512083,0908492;3,60412979125977;3459;1353,17565917969;6,56875848770142;1;4;c(952659.589029154, 6512083.0908492)
"118";"HAUTES BAUGES";784;2014;"7-118";1;953335,747200742;6512865,56600605;3,35918426513672;8;1418,275390625;8,31105041503906;0;4;c(953335.747200742, 6512865.56600605)
"119";"HAUTES BAUGES";19970;2014;"7-095";1;950848,084484192;6510101,47088548;5,6008358001709;12276;987,717163085938;3,55025219917297;0;4;c(950848.084484192, 6510101.47088548)
"120";"HAUTES BAUGES";19971;2015;"7-095";0;950848,084484192;6510101,47088548;5,6008358001709;12276;987,717163085938;3,55025219917297;0;4;c(950848.084484192, 6510101.47088548)
"121";"HAUTES BAUGES";19984;2012;"7-098";0;948569,936434654;6509619,55291291;10,0251512527466;3699;881,320129394531;11,6062479019165;0;4;c(948569.936434654, 6509619.55291291)
"122";"HAUTES BAUGES";19985;2013;"7-098";1;948569,936434654;6509619,55291291;10,0251512527466;3699;881,320129394531;11,6062479019165;0;4;c(948569.936434654, 6509619.55291291)
"123";"HAUTES BAUGES";22225;2007;"7-162";1;952593,605694932;6510687,88991281;10,3180513381958;14201;1121,01098632812;8,99008274078369;0;4;c(952593.605694932, 6510687.88991281)
"124";"HAUTES BAUGES";19897;2016;"7-064";1;947310,666152152;6510270,84212266;12,1534004211426;7845;813,132446289063;3,84269642829895;1;4;c(947310.666152152, 6510270.84212266)
"125";"HAUTES BAUGES";19991;2009;"7-100";0;951307,713928481;6510221,39873911;2,84939336776733;11365;1037,67578125;7,64127445220947;0;4;c(951307.713928481, 6510221.39873911)
"126";"HAUTES BAUGES";19900;2008;"7-068";0;947826,493423856;6509028,48854826;7,53549337387085;27;1172,99072265625;17,9788722991943;1;4;c(947826.493423856, 6509028.48854826)
"127";"HAUTES BAUGES";19901;2010;"7-068";1;947826,493423856;6509028,48854826;7,53549337387085;27;1172,99072265625;17,9788722991943;1;4;c(947826.493423856, 6509028.48854826)
"128";"HAUTES BAUGES";19902;2014;"7-068";1;947826,493423856;6509028,48854826;7,53549337387085;27;1172,99072265625;17,9788722991943;1;4;c(947826.493423856, 6509028.48854826)
"129";"HAUTES BAUGES";12342;2017;"7-327";0;944419,987353631;6506765,87156621;7,99813365936279;0;941,192504882812;27,7508068084717;2;4;c(944419.987353631, 6506765.87156621)
"130";"HAUTES BAUGES";13283;2017;"7-100";1;951307,713928481;6510221,39873911;2,84939336776733;11365;1037,67578125;7,64127445220947;0;4;c(951307.713928481, 6510221.39873911)
"131";"HAUTES BAUGES";20092;2015;"7-150";0;949461,367887865;6509876,63488437;6,68483734130859;2111;1078,4404296875;25,9743347167969;0;4;c(949461.367887865, 6509876.63488437)
"132";"HAUTES BAUGES";13691;2016;"7-085";0;949628,819749503;6509830,23100764;6,68483734130859;2111;1078,4404296875;25,9743347167969;0;4;c(949628.819749503, 6509830.23100764)
"133";"HAUTES BAUGES";11430;2017;"7-303";1;944981,291156452;6507554,33332486;6,57486772537231;3081;830,079406738281;19,9777889251709;0;4;c(944981.291156452, 6507554.33332486)
"134";"HAUTES BAUGES";13692;2006;"7-092";0;948280,670071396;6509674,99960824;11,0769128799438;16161;858,840270996094;8,07840061187744;1;4;c(948280.670071396, 6509674.99960824)
"135";"HAUTES BAUGES";13694;2013;"7-093";1;949383,588912861;6509430,69952565;10,8697175979614;2317;1002,83947753906;16,5494346618652;0;4;c(949383.588912861, 6509430.69952565)
"136";"HAUTES BAUGES";13695;2008;"7-094";0;949907,596100348;6509716,92558493;10,9096908569336;10542;949,139587402344;10,6815547943115;2;4;c(949907.596100348, 6509716.92558493)
"137";"HAUTES BAUGES";13696;2013;"7-094";1;949907,596100348;6509716,92558493;10,9096908569336;10542;949,139587402344;10,6815547943115;2;4;c(949907.596100348, 6509716.92558493)
"138";"HAUTES BAUGES";13296;2015;"7-134";1;948626,615649175;6508660,91028948;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948626.615649175, 6508660.91028948)
"139";"HAUTES BAUGES";19929;2017;"7-084";1;949526,48661923;6510012,95274932;6,68483734130859;2111;1078,4404296875;25,9743347167969;0;4;c(949526.48661923, 6510012.95274932)
"140";"HAUTES BAUGES";19924;2006;"7-081";0;949957,229772237;6510143,12127174;6,89375972747803;114;1171,9677734375;27,307933807373;1;4;c(949957.229772237, 6510143.12127174)
"141";"HAUTES BAUGES";19925;2015;"7-081";1;949957,229772237;6510143,12127174;6,89375972747803;114;1171,9677734375;27,307933807373;1;4;c(949957.229772237, 6510143.12127174)
"142";"HAUTES BAUGES";12016;2011;"7-071";1;952271,200466798;6511650,8236463;3,43664646148682;9019;1351,28637695312;22,1925430297852;0;4;c(952271.200466798, 6511650.8236463)
"143";"HAUTES BAUGES";1514;2016;"7-097";1;947333,729901218;6510512,43009863;14,1288137435913;4055;826,951477050781;7,56194305419922;3;4;c(947333.729901218, 6510512.43009863)
"144";"HAUTES BAUGES";1516;2011;"7-099";0;949201,917980494;6509334,35204642;12,0625600814819;24455;911,131225585938;3,74855923652649;1;4;c(949201.917980494, 6509334.35204642)
"145";"HAUTES BAUGES";1517;2014;"7-099";0;949201,917980494;6509334,35204642;12,0625600814819;24455;911,131225585938;3,74855923652649;1;4;c(949201.917980494, 6509334.35204642)
"146";"HAUTES BAUGES";12020;2011;"7-093";0;949383,588912861;6509430,69952565;10,8697175979614;2317;1002,83947753906;16,5494346618652;0;4;c(949383.588912861, 6509430.69952565)
"147";"HAUTES BAUGES";12023;2012;"7-103";0;947983,454110486;6509967,3058336;10,252911567688;5285;809,828125;5,89496946334839;0;4;c(947983.454110486, 6509967.3058336)
"148";"HAUTES BAUGES";20048;2013;"7-131";1;947571,856978937;6509624,15944873;10,8359785079956;5553;941,590454101562;13,9330167770386;0;4;c(947571.856978937, 6509624.15944873)
"149";"HAUTES BAUGES";20049;2016;"7-131";0;947571,856978937;6509624,15944873;10,8359785079956;5553;941,590454101562;13,9330167770386;0;4;c(947571.856978937, 6509624.15944873)
"150";"HAUTES BAUGES";20050;2006;"7-133";1;948642,643317227;6508781,66535748;6,44338321685791;8841;1159,78833007812;24,3776187896729;0;4;c(948642.643317227, 6508781.66535748)
